,zipconvert2,zipconvert3,zipconvert4,zipconvert5,homeowner,num_child,income,female,wealth,home_value,med_fam_inc,avg_fam_inc,pct_lt15k,num_prom,lifetime_gifts,largest_gift,last_gift,months_since_donate,time_lag,avg_gift,target,type
1669,No,No,Yes,No,Yes,1,2,No,8,1140,448,478,3,43,37.0,10.0,7.0,29,3,6.166666667,No Donor,train
1670,No,No,No,Yes,Yes,1,5,No,8,2123,621,712,3,34,57.0,16.0,15.0,31,8,11.4,No Donor,dev
1671,No,No,No,Yes,Yes,1,3,Yes,2,826,314,406,17,54,63.0,5.0,5.0,31,3,3.705882353,No Donor,train
1672,No,Yes,No,No,Yes,1,5,Yes,2,446,259,381,11,41,56.0,5.0,5.0,30,7,3.5,No Donor,train
1673,No,No,No,Yes,Yes,1,4,Yes,8,1335,296,362,15,27,45.0,10.0,10.0,31,11,7.5,Donor,train
1674,No,No,No,Yes,Yes,1,4,Yes,8,953,426,485,3,37,39.0,6.0,5.0,30,6,4.875,No Donor,train
1675,Yes,No,No,No,No,1,2,Yes,8,417,358,324,0,23,35.0,15.0,15.0,32,7,11.66666667,No Donor,train
1676,No,Yes,No,No,Yes,1,4,Yes,8,569,401,419,5,19,20.0,15.0,15.0,37,5,10.0,No Donor,dev
1677,No,No,No,Yes,Yes,1,3,No,8,555,210,263,34,32,45.0,20.0,20.0,37,14,15.0,No Donor,dev
1678,No,No,Yes,No,Yes,1,6,Yes,8,2392,715,814,3,27,36.0,16.0,10.0,30,9,12.0,No Donor,train
1679,No,No,No,Yes,Yes,1,5,Yes,8,1611,318,351,7,31,29.0,10.0,5.0,28,12,5.8,Donor,dev
1680,Yes,No,No,No,Yes,1,5,No,5,570,309,345,16,50,94.0,15.0,15.0,29,1,9.4,No Donor,train
1681,No,No,Yes,No,Yes,1,5,Yes,9,1080,580,636,2,44,72.0,21.0,21.0,37,13,14.4,No Donor,dev
1682,No,No,No,Yes,Yes,1,4,Yes,8,1531,305,351,17,19,30.0,30.0,30.0,37,5,30.0,Donor,dev
1683,No,No,No,Yes,Yes,1,4,No,4,873,322,376,9,62,108.0,14.0,10.0,31,12,9.818181818,No Donor,train
1684,No,Yes,No,No,Yes,1,4,Yes,6,884,416,463,5,44,97.0,12.0,12.0,30,4,9.7,No Donor,train
1685,Yes,No,No,No,Yes,1,4,Yes,8,504,172,255,36,23,25.0,15.0,15.0,32,5,12.5,No Donor,train
1686,No,No,No,Yes,Yes,1,2,No,3,585,325,371,24,50,90.0,11.0,10.0,32,5,9.0,Donor,train
1687,Yes,No,No,No,No,1,1,Yes,8,1151,257,303,16,33,63.0,9.0,9.0,31,4,7.0,No Donor,train
1688,No,Yes,No,No,Yes,1,5,Yes,8,382,256,289,24,35,77.0,10.0,10.0,32,6,7.7,Donor,train
1689,No,Yes,No,No,Yes,1,1,Yes,7,737,317,399,10,70,165.0,8.0,8.0,20,2,4.852941177,Donor,train
1690,Yes,No,No,No,No,1,5,No,6,450,262,287,24,79,220.5,15.0,7.0,31,0,5.95945946,Donor,train
1691,No,No,No,Yes,Yes,1,4,Yes,8,865,433,478,11,48,49.0,5.0,5.0,32,17,3.266666667,No Donor,train
1692,Yes,No,No,No,No,1,3,No,4,1109,323,422,14,63,88.0,17.0,14.0,32,23,9.777777778,Donor,train
1693,No,No,No,Yes,Yes,1,4,Yes,8,1419,392,411,15,45,64.0,11.0,0.0,20,1,5.818181818,Donor,train
1694,No,No,No,Yes,Yes,1,7,Yes,5,738,187,292,27,54,78.0,11.0,6.0,30,12,5.571428571,Donor,train
1695,No,No,No,Yes,Yes,1,5,Yes,8,2917,514,547,5,23,27.0,15.0,9.0,32,6,9.0,Donor,train
1696,No,No,No,Yes,No,1,1,Yes,4,542,241,304,18,94,261.0,15.0,12.0,30,1,10.875,Donor,train
1697,No,No,No,Yes,Yes,1,6,No,8,3814,462,526,12,34,160.0,80.0,80.0,37,19,80.0,Donor,train
1698,No,Yes,No,No,No,1,1,Yes,4,383,296,336,16,32,36.0,16.0,16.0,36,14,12.0,No Donor,train
1699,No,Yes,No,No,Yes,1,5,No,8,665,501,534,7,31,60.0,20.0,20.0,28,9,15.0,Donor,train
1700,No,No,No,Yes,Yes,1,7,No,9,2524,658,750,6,54,125.0,25.0,25.0,21,9,25.0,No Donor,dev
1701,Yes,No,No,No,Yes,1,5,No,8,601,317,361,13,15,20.0,20.0,20.0,37,5,20.0,No Donor,train
1702,No,No,No,Yes,Yes,1,4,Yes,8,352,143,166,53,39,86.0,10.0,10.0,32,4,7.166666667,No Donor,train
1703,No,No,No,Yes,No,1,3,Yes,6,2648,534,580,6,106,185.0,5.0,5.0,27,3,5.0,No Donor,train
1704,No,No,Yes,No,Yes,1,4,Yes,7,848,403,455,9,68,130.0,5.0,5.0,30,6,3.939393939,Donor,train
1705,No,No,Yes,No,Yes,1,5,No,9,989,551,594,0,65,204.0,30.0,10.0,25,5,12.75,Donor,train
1706,No,No,No,Yes,Yes,1,5,No,8,725,405,372,19,30,60.0,25.0,25.0,37,3,20.0,No Donor,train
1707,No,No,Yes,No,Yes,1,6,Yes,8,1215,488,507,8,17,25.0,25.0,25.0,37,5,25.0,Donor,dev
1708,No,No,No,Yes,Yes,1,4,Yes,8,1058,353,398,13,44,58.0,6.0,4.0,28,4,3.411764706,Donor,dev
1709,Yes,No,No,No,Yes,1,1,Yes,8,705,238,383,29,20,20.0,15.0,15.0,37,5,10.0,Donor,train
1710,No,No,No,Yes,Yes,1,5,Yes,1,772,235,300,31,71,186.0,25.0,10.0,36,9,13.28571429,Donor,dev
1711,No,No,No,Yes,No,1,5,Yes,8,3781,611,666,10,45,290.0,50.0,50.0,33,9,32.22222222,Donor,train
1712,No,No,Yes,No,Yes,1,5,No,5,698,354,381,15,59,74.0,12.0,7.0,30,14,8.222222222,Donor,train
1713,Yes,No,No,No,Yes,1,4,Yes,8,744,305,363,8,30,27.0,5.0,5.0,34,6,3.857142857,Donor,train
1714,No,Yes,No,No,Yes,1,6,Yes,9,1369,685,743,1,55,152.0,30.0,20.0,31,8,19.0,No Donor,train
1715,No,No,No,Yes,Yes,1,4,Yes,9,0,664,725,0,39,82.0,8.0,6.0,28,4,5.466666667,Donor,dev
1716,No,No,Yes,No,Yes,1,5,Yes,8,1080,521,529,8,21,20.0,15.0,15.0,32,5,10.0,Donor,train
1717,No,No,No,Yes,Yes,1,4,Yes,8,852,372,454,13,26,32.0,10.0,10.0,32,2,6.4,Donor,dev
1718,No,No,No,Yes,Yes,1,3,Yes,8,1615,356,403,19,20,20.0,15.0,15.0,31,9,10.0,No Donor,train
1719,No,Yes,No,No,Yes,2,4,No,9,1806,821,856,4,42,107.0,20.0,20.0,30,20,13.375,No Donor,train
1720,Yes,No,No,No,Yes,1,1,Yes,3,381,157,192,49,55,88.0,5.0,5.0,28,7,2.588235294,Donor,train
1721,Yes,No,No,No,No,1,1,Yes,8,849,350,391,11,14,15.0,15.0,15.0,36,5,15.0,No Donor,train
1722,No,No,Yes,No,Yes,1,7,No,9,2249,628,718,2,79,212.0,7.0,5.0,28,0,5.047619048,No Donor,train
1723,No,No,Yes,No,No,1,1,Yes,7,904,506,457,3,49,81.0,27.0,27.0,37,7,20.25,No Donor,train
1724,Yes,No,No,No,Yes,1,6,Yes,8,3848,399,523,15,30,120.0,35.0,25.0,32,6,24.0,Donor,train
1725,No,No,Yes,No,Yes,1,4,Yes,8,634,310,394,12,28,41.0,24.0,24.0,29,9,10.25,Donor,dev
1726,No,No,Yes,No,No,1,1,No,6,624,333,378,4,83,228.0,9.0,6.0,31,5,5.56097561,Donor,train
1727,No,No,No,Yes,No,1,2,No,8,742,368,428,8,16,20.0,20.0,20.0,37,5,20.0,Donor,dev
1728,No,No,No,Yes,Yes,1,4,Yes,8,1348,364,402,10,36,66.0,25.0,25.0,37,5,16.5,No Donor,train
1729,Yes,No,No,No,Yes,1,5,No,8,1086,475,530,10,55,124.0,21.0,17.0,34,16,13.77777778,Donor,dev
1730,Yes,No,No,No,No,1,1,Yes,7,858,385,451,16,73,103.0,10.0,10.0,32,6,6.058823529,No Donor,train
1731,No,No,No,Yes,Yes,1,5,No,7,2085,511,494,9,55,93.0,15.0,15.0,29,3,9.3,No Donor,dev
1732,No,Yes,No,No,No,1,3,No,3,578,205,251,37,66,144.0,14.0,14.0,30,6,10.28571429,Donor,train
1733,No,Yes,No,No,Yes,1,6,Yes,8,995,465,495,6,15,15.0,15.0,15.0,37,5,15.0,Donor,train
1734,No,No,No,Yes,Yes,1,4,Yes,8,4234,750,829,3,20,32.0,12.0,12.0,31,5,10.66666667,No Donor,train
1735,No,No,No,Yes,Yes,1,1,No,8,815,341,388,13,30,62.0,16.0,14.0,34,4,12.4,No Donor,train
1736,No,Yes,No,No,Yes,1,4,Yes,0,546,238,273,26,63,122.0,10.0,5.0,30,2,3.8125,Donor,train
1737,No,No,No,Yes,Yes,1,5,Yes,9,1474,558,597,6,85,321.0,12.0,10.0,28,1,6.97826087,No Donor,train
1738,No,No,Yes,No,No,1,1,No,8,394,186,222,31,46,38.0,5.0,5.0,30,2,3.166666667,Donor,train
1739,Yes,No,No,No,No,1,1,No,8,817,296,335,10,43,119.0,25.0,25.0,31,9,17.0,No Donor,train
1740,No,No,No,Yes,Yes,3,7,No,9,3423,689,722,5,47,106.0,25.0,20.0,31,7,17.66666667,No Donor,dev
1741,Yes,No,No,No,Yes,1,4,Yes,8,851,310,362,16,15,25.0,25.0,25.0,35,5,25.0,No Donor,train
1742,No,Yes,No,No,Yes,1,4,Yes,1,395,266,307,24,42,107.0,25.0,3.0,28,2,15.28571429,Donor,train
1743,No,No,No,Yes,Yes,1,4,No,8,2175,185,313,0,27,30.0,15.0,15.0,37,12,15.0,Donor,dev
1744,No,Yes,No,No,No,1,2,No,3,414,263,291,22,61,166.0,20.0,10.0,28,25,11.85714286,No Donor,train
1745,No,Yes,No,No,Yes,1,4,Yes,8,744,406,446,7,76,181.0,12.0,10.0,29,10,8.227272727,Donor,train
1746,Yes,No,No,No,Yes,1,6,No,7,829,375,408,16,67,114.0,16.0,16.0,36,12,8.769230769,Donor,train
1747,No,No,No,Yes,Yes,1,5,Yes,8,1912,515,497,6,46,71.0,5.0,5.0,31,5,3.55,Donor,dev
1748,No,No,No,Yes,Yes,1,5,No,6,1039,422,471,6,57,109.0,10.0,8.0,28,11,6.055555556,Donor,train
1749,Yes,No,No,No,Yes,1,4,Yes,4,632,346,381,17,49,58.0,10.0,10.0,37,2,2.636363636,Donor,train
1750,No,No,No,Yes,Yes,1,5,No,5,1231,387,435,9,79,143.0,16.0,15.0,29,8,11.0,Donor,train
1751,No,Yes,No,No,Yes,1,2,Yes,8,534,314,379,11,53,136.0,9.0,6.0,30,3,5.037037037,No Donor,train
1752,No,No,No,Yes,Yes,2,7,Yes,9,1781,578,639,5,54,74.0,10.0,5.0,29,3,5.692307692,Donor,train
1753,No,No,No,Yes,Yes,1,4,Yes,8,5030,1168,1045,0,19,19.0,15.0,15.0,31,6,9.5,No Donor,train
1754,No,No,No,Yes,Yes,1,7,Yes,8,1754,517,618,2,43,63.0,8.0,4.0,34,15,5.25,No Donor,train
1755,No,No,No,Yes,Yes,1,4,No,8,5079,623,644,13,43,176.0,15.0,15.0,29,8,9.777777778,No Donor,train
1756,No,Yes,No,No,Yes,1,7,No,8,1101,551,624,0,60,89.0,15.0,15.0,33,4,9.888888889,No Donor,train
1757,No,No,No,Yes,Yes,1,1,Yes,1,934,262,290,22,65,157.0,20.0,15.0,31,12,14.27272727,No Donor,train
1758,No,Yes,No,No,No,1,7,No,8,487,275,316,20,26,30.0,20.0,20.0,36,10,15.0,No Donor,train
1759,No,No,No,Yes,No,1,2,Yes,8,2382,406,413,18,23,34.0,8.0,8.0,32,4,6.8,No Donor,train
1760,No,No,Yes,No,Yes,1,1,No,8,1076,484,464,14,75,125.0,10.0,7.0,29,12,6.25,Donor,train
1761,No,No,Yes,No,No,1,5,Yes,8,573,217,308,27,26,49.0,10.0,5.0,29,2,7.0,No Donor,train
1762,Yes,No,No,No,No,1,3,No,8,660,308,329,10,53,48.0,14.0,7.0,33,0,6.857142857,No Donor,train
1763,No,No,No,Yes,Yes,1,7,Yes,5,2452,405,568,16,49,97.0,13.0,13.0,37,20,6.466666667,No Donor,train
1764,No,No,Yes,No,Yes,1,4,Yes,0,384,170,226,46,73,99.0,7.0,5.0,31,8,4.714285714,No Donor,dev
1765,No,No,Yes,No,Yes,1,4,Yes,3,467,274,349,13,73,316.0,30.0,25.0,28,17,21.06666667,Donor,train
1766,No,No,No,Yes,Yes,1,6,Yes,7,2160,508,519,2,70,119.0,20.0,15.0,32,2,10.81818182,Donor,dev
1767,No,No,Yes,No,Yes,1,2,Yes,2,423,227,279,32,89,368.0,25.0,21.0,22,8,15.33333333,Donor,dev
1768,No,Yes,No,No,No,1,2,No,5,544,326,378,13,111,288.0,13.0,10.0,18,14,8.470588235,No Donor,train
1769,No,Yes,No,No,No,1,2,No,8,282,163,218,47,22,32.0,7.0,7.0,31,4,5.333333333,Donor,dev
1770,Yes,No,No,No,Yes,1,4,No,4,0,0,0,0,89,143.0,10.0,5.0,30,2,7.15,No Donor,train
1771,No,Yes,No,No,Yes,1,5,Yes,5,304,242,279,23,86,188.0,15.0,10.0,22,2,9.4,No Donor,train
1772,Yes,No,No,No,Yes,1,4,No,0,426,228,233,24,55,103.0,14.0,12.0,35,3,10.3,No Donor,train
1773,No,Yes,No,No,Yes,1,3,No,5,514,337,374,11,58,117.0,10.0,7.0,34,2,7.3125,Donor,train
1774,Yes,No,No,No,Yes,1,4,Yes,8,490,156,196,48,44,47.0,5.0,5.0,31,5,4.272727273,No Donor,train
1775,No,No,Yes,No,No,1,2,Yes,1,367,228,275,33,38,81.0,11.0,10.0,31,0,9.0,Donor,train
1776,No,No,No,Yes,Yes,1,6,Yes,8,1194,587,636,1,61,159.0,20.0,20.0,37,6,13.25,Donor,train
1777,No,Yes,No,No,Yes,1,2,Yes,8,401,329,291,23,36,106.0,15.0,10.0,35,5,10.6,Donor,train
1778,No,No,Yes,No,Yes,1,4,No,6,486,360,366,7,56,84.0,15.0,15.0,37,15,10.5,Donor,train
1779,Yes,No,No,No,Yes,1,5,Yes,8,665,363,412,12,61,87.0,12.0,12.0,31,8,7.25,Donor,dev
1780,No,No,No,Yes,No,1,2,Yes,2,1866,744,820,1,63,158.0,15.0,10.0,31,3,7.523809524,No Donor,train
1781,No,Yes,No,No,Yes,1,4,No,3,525,308,317,21,43,80.0,15.0,15.0,33,9,11.42857143,No Donor,train
1782,No,No,No,Yes,Yes,1,5,No,4,529,318,346,17,78,385.0,20.0,11.0,33,2,13.27586207,Donor,dev
1783,No,No,No,Yes,No,1,6,Yes,7,995,372,407,10,83,476.0,25.0,10.0,28,6,13.6,Donor,train
1784,Yes,No,No,No,Yes,1,4,Yes,8,484,315,352,19,62,150.0,11.0,8.0,22,0,6.818181818,Donor,train
1785,No,Yes,No,No,Yes,1,5,Yes,6,346,370,368,11,84,112.0,20.0,12.0,30,3,14.0,Donor,train
1786,No,No,No,Yes,Yes,1,5,Yes,8,1732,430,539,11,37,54.0,7.0,7.0,32,2,5.4,Donor,train
1787,No,No,No,Yes,Yes,1,4,No,8,705,205,257,39,35,60.0,10.0,10.0,33,5,7.5,No Donor,train
1788,No,No,No,Yes,Yes,1,4,Yes,8,503,228,289,29,33,88.0,20.0,20.0,30,7,11.0,No Donor,train
1789,No,No,No,Yes,Yes,1,4,No,8,1045,388,384,5,32,40.0,20.0,20.0,37,17,20.0,Donor,dev
1790,No,No,No,Yes,Yes,1,2,Yes,8,856,398,454,5,26,36.0,10.0,6.0,28,4,6.0,No Donor,train
1791,Yes,No,No,No,No,1,1,Yes,3,497,267,325,18,66,119.0,10.0,6.0,29,4,5.666666667,Donor,dev
1792,Yes,No,No,No,Yes,1,2,Yes,7,645,377,362,12,82,120.0,10.0,10.0,17,6,4.285714286,Donor,train
1793,No,Yes,No,No,Yes,1,4,Yes,0,389,138,205,55,63,93.0,5.0,5.0,33,3,3.576923077,Donor,dev
1794,Yes,No,No,No,Yes,1,4,Yes,8,833,406,444,5,21,22.0,10.0,7.0,30,5,7.333333333,Donor,train
1795,No,No,No,Yes,Yes,1,5,No,8,2285,371,409,5,51,54.0,8.0,7.0,29,16,4.5,No Donor,dev
1796,No,No,No,Yes,Yes,1,4,Yes,8,331,275,289,26,70,79.0,5.0,3.0,29,13,3.291666667,No Donor,train
1797,No,No,Yes,No,Yes,1,1,Yes,8,758,482,539,0,22,29.0,10.0,9.0,30,3,7.25,No Donor,train
1798,No,No,Yes,No,Yes,2,2,No,8,469,298,334,21,29,50.0,20.0,20.0,37,4,12.5,No Donor,train
1799,No,Yes,No,No,Yes,1,4,No,3,500,284,313,17,64,79.0,12.0,12.0,30,12,7.181818182,No Donor,train
1800,No,No,Yes,No,Yes,3,4,No,2,716,477,487,8,40,118.0,11.0,9.0,34,1,9.076923077,No Donor,train
1801,No,No,Yes,No,Yes,1,4,Yes,5,548,315,359,18,53,107.0,10.0,6.0,31,1,5.631578947,No Donor,train
1802,No,No,Yes,No,Yes,1,4,Yes,8,1420,649,788,2,35,50.0,15.0,10.0,36,4,10.0,No Donor,train
1803,Yes,No,No,No,Yes,1,4,Yes,9,4330,1500,1236,0,67,76.0,7.0,3.0,29,8,4.222222222,Donor,train
1804,No,No,Yes,No,No,1,1,No,8,438,225,271,36,22,27.0,11.0,11.0,32,4,6.75,No Donor,dev
1805,Yes,No,No,No,Yes,1,5,Yes,8,595,122,168,69,25,42.0,15.0,5.0,30,6,10.5,No Donor,dev
1806,No,No,Yes,No,Yes,1,4,Yes,8,702,457,510,2,105,183.0,15.0,5.0,17,1,7.625,No Donor,train
1807,No,No,No,Yes,Yes,1,3,No,8,422,250,320,20,24,44.0,12.0,12.0,29,3,11.0,No Donor,train
1808,No,No,Yes,No,Yes,1,4,Yes,2,359,221,237,27,61,128.0,20.0,15.0,36,17,14.22222222,Donor,train
1809,No,No,No,Yes,No,1,4,No,6,933,423,505,9,64,110.0,10.0,10.0,30,5,8.461538462,No Donor,train
1810,No,No,No,Yes,Yes,2,5,Yes,9,1014,609,671,4,51,282.0,25.0,25.0,30,6,21.69230769,Donor,train
1811,No,No,No,Yes,Yes,1,3,No,8,869,304,410,10,26,35.0,10.0,10.0,32,6,8.75,Donor,train
1812,Yes,No,No,No,Yes,1,3,Yes,1,606,200,237,32,76,160.0,10.0,10.0,30,7,7.619047619,Donor,train
1813,No,No,No,Yes,Yes,1,4,Yes,8,1217,348,379,16,34,45.0,15.0,8.0,35,6,7.5,Donor,dev
1814,No,No,Yes,No,Yes,1,7,Yes,8,1093,430,488,8,28,192.0,50.0,45.0,28,6,38.4,No Donor,train
1815,No,No,No,No,Yes,1,4,No,2,1269,321,328,17,47,86.0,15.0,13.0,29,12,9.555555556,No Donor,dev
1816,No,No,No,Yes,Yes,2,6,No,8,1181,284,330,23,62,84.0,10.0,5.0,29,13,5.25,Donor,train
1817,No,No,No,Yes,Yes,1,7,No,8,934,315,371,12,29,44.0,10.0,10.0,30,4,7.333333333,No Donor,train
1818,No,No,Yes,No,Yes,1,5,No,9,911,557,629,2,37,44.0,8.0,8.0,30,7,5.5,No Donor,train
1819,No,No,No,Yes,Yes,1,5,Yes,8,1473,332,370,14,32,70.0,15.0,15.0,28,2,10.0,No Donor,train
1820,No,No,Yes,No,No,1,6,Yes,8,4508,1122,1013,2,70,259.0,15.0,15.0,30,6,9.961538462,Donor,train
1821,Yes,No,No,No,Yes,1,4,No,8,400,157,188,46,76,178.0,15.0,10.0,37,4,9.368421053,No Donor,dev
1822,No,Yes,No,No,Yes,1,5,No,8,673,297,321,10,30,90.0,35.0,35.0,35,9,30.0,Donor,dev
1823,No,Yes,No,No,No,1,2,Yes,7,838,402,472,7,128,354.0,10.0,10.0,17,0,5.28358209,No Donor,train
1824,No,Yes,No,No,Yes,2,7,No,9,880,585,669,0,43,128.0,20.0,20.0,28,2,14.22222222,Donor,train
1825,No,No,No,Yes,No,1,1,Yes,8,457,85,136,68,18,18.0,10.0,5.0,28,4,6.0,No Donor,train
1826,No,No,No,Yes,Yes,1,6,No,8,1095,495,591,4,69,143.0,18.0,15.0,30,18,11.91666667,No Donor,train
1827,No,No,No,Yes,Yes,1,7,No,8,3856,778,851,3,109,392.0,25.0,25.0,31,8,21.77777778,No Donor,dev
1828,No,No,Yes,No,Yes,1,2,No,2,430,318,368,20,77,147.0,12.0,0.0,17,13,8.647058824,Donor,train
1829,No,No,No,Yes,Yes,1,5,No,8,948,571,571,5,27,46.0,10.0,9.0,28,5,9.2,Donor,train
1830,Yes,No,No,No,Yes,1,1,Yes,8,826,415,514,5,37,32.0,15.0,15.0,37,6,8.0,No Donor,train
1831,Yes,No,No,No,Yes,1,4,Yes,8,536,350,389,20,28,60.0,20.0,20.0,29,2,12.0,Donor,train
1832,Yes,No,No,No,Yes,1,5,Yes,8,1303,589,596,5,36,32.0,5.0,4.0,29,4,4.0,Donor,train
1833,No,Yes,No,No,Yes,1,4,Yes,8,894,473,496,5,32,42.0,7.0,7.0,32,3,5.25,Donor,train
1834,No,Yes,No,No,No,1,1,Yes,0,1625,161,366,39,33,53.0,15.0,10.0,31,19,10.6,No Donor,train
1835,No,No,Yes,No,Yes,1,3,Yes,9,844,580,613,1,76,181.0,25.0,25.0,29,8,12.06666667,No Donor,train
1836,No,No,Yes,No,Yes,1,5,Yes,8,1138,647,663,6,29,47.0,10.0,10.0,29,1,7.833333333,Donor,train
1837,Yes,No,No,No,No,1,1,Yes,8,431,220,264,33,24,51.0,16.0,15.0,32,8,12.75,No Donor,train
1838,No,No,Yes,No,Yes,1,4,Yes,8,1197,514,557,0,20,30.0,20.0,20.0,31,6,15.0,Donor,train
1839,No,No,No,Yes,Yes,1,4,Yes,8,5212,931,931,2,19,25.0,25.0,25.0,37,5,25.0,Donor,train
1840,No,No,No,Yes,No,1,5,Yes,0,1023,178,229,42,63,286.0,25.0,24.0,25,3,17.875,Donor,train
1841,No,No,Yes,No,Yes,2,7,Yes,8,1148,733,762,0,25,39.0,10.0,10.0,29,5,7.8,Donor,train
1842,No,Yes,No,No,No,1,3,No,8,471,288,323,26,28,70.0,25.0,25.0,29,9,23.33333333,No Donor,train
1843,No,Yes,No,No,No,1,2,No,1,406,235,275,26,70,175.0,15.0,10.0,28,9,9.722222222,Donor,train
1844,No,No,Yes,No,Yes,1,7,Yes,9,748,483,500,1,68,63.0,5.0,4.0,28,6,3.5,No Donor,train
1845,No,No,Yes,No,No,1,6,No,8,1081,421,542,12,24,46.0,10.0,8.0,31,1,7.666666667,Donor,train
1846,No,No,No,Yes,Yes,1,4,Yes,6,1602,452,485,3,71,69.25,6.0,5.0,34,7,3.297619048,Donor,train
1847,No,No,No,Yes,Yes,1,5,No,8,2016,392,412,20,22,27.0,10.0,5.0,28,6,6.75,No Donor,train
1848,No,Yes,No,No,Yes,1,6,No,6,828,382,428,11,68,160.0,20.0,10.0,33,2,11.42857143,Donor,train
1849,No,No,No,Yes,No,1,3,Yes,8,477,208,269,30,42,61.0,10.0,10.0,30,9,7.625,Donor,dev
1850,No,Yes,No,No,No,1,1,Yes,8,343,237,273,35,69,80.0,6.0,6.0,30,7,4.444444444,Donor,dev
1851,No,Yes,No,No,Yes,1,7,Yes,5,386,227,259,38,49,105.0,10.0,10.0,30,5,6.5625,No Donor,train
1852,No,No,Yes,No,Yes,1,6,Yes,8,1165,563,607,2,69,187.0,25.0,25.0,28,6,14.38461539,Donor,train
1853,No,Yes,No,No,No,1,1,Yes,6,655,423,467,4,61,68.0,5.0,4.0,32,3,3.4,No Donor,train
1854,No,No,No,Yes,No,1,1,Yes,8,1953,445,483,12,71,108.0,11.0,10.0,31,4,3.857142857,Donor,train
1855,No,Yes,No,No,Yes,1,4,Yes,8,410,249,282,29,62,91.0,15.0,15.0,31,26,9.1,Donor,train
1856,Yes,No,No,No,Yes,1,4,Yes,6,576,361,373,13,49,69.0,15.0,15.0,29,7,9.857142857,Donor,train
1857,No,No,No,Yes,Yes,1,4,Yes,9,5552,1051,981,0,55,139.0,10.0,5.0,32,2,5.346153846,Donor,train
1858,No,No,Yes,No,Yes,1,2,Yes,8,945,552,568,9,20,25.0,15.0,15.0,29,8,12.5,No Donor,train
1859,No,No,No,Yes,Yes,1,4,Yes,3,1467,360,456,20,83,350.0,25.0,25.0,29,2,15.2173913,Donor,train
1860,No,No,No,Yes,Yes,1,4,No,3,1766,333,416,12,74,183.0,26.0,26.0,32,4,14.07692308,Donor,dev
1861,No,No,Yes,No,Yes,1,4,Yes,8,564,283,340,25,23,33.0,20.0,10.0,34,4,11.0,Donor,train
1862,No,Yes,No,No,No,1,3,Yes,4,720,321,357,10,46,70.0,20.0,15.0,36,1,14.0,No Donor,train
1863,No,No,No,Yes,Yes,1,2,Yes,2,1014,293,331,18,45,170.0,30.0,25.0,28,10,21.25,No Donor,dev
1864,Yes,No,No,No,No,1,6,Yes,9,735,490,503,6,63,117.0,17.0,17.0,36,7,10.63636364,No Donor,train
1865,No,No,No,Yes,Yes,1,4,No,6,1383,287,382,23,45,108.0,15.0,3.0,18,3,6.75,Donor,train
1866,No,Yes,No,No,No,1,7,Yes,8,1303,524,598,5,43,131.0,21.0,20.0,37,1,18.71428571,No Donor,dev
1867,No,No,No,Yes,Yes,1,4,Yes,1,1351,462,439,8,36,49.0,6.0,4.0,35,5,4.454545455,Donor,train
1868,Yes,No,No,No,Yes,1,1,No,8,971,524,532,5,51,80.0,20.0,20.0,35,9,13.33333333,No Donor,dev
1869,No,No,No,Yes,Yes,1,4,Yes,8,2500,363,363,0,30,29.0,5.0,5.0,31,6,4.142857143,Donor,train
1870,No,No,No,Yes,No,1,1,No,3,514,249,281,27,51,85.0,6.0,4.0,29,3,4.25,Donor,train
1871,No,No,No,Yes,Yes,1,5,No,8,1360,409,442,13,22,34.0,12.0,12.0,32,4,11.33333333,Donor,dev
1872,No,Yes,No,No,No,1,7,Yes,8,610,273,328,22,12,15.0,15.0,15.0,31,5,15.0,No Donor,train
1873,No,No,No,Yes,Yes,1,4,No,9,3322,738,828,4,62,200.0,10.0,10.0,28,8,9.523809524,No Donor,train
1874,No,No,No,Yes,No,1,3,Yes,8,1005,412,476,6,88,384.0,12.0,8.0,17,6,7.836734694,Donor,dev
1875,No,No,No,Yes,Yes,1,6,Yes,8,2523,471,571,5,16,20.0,20.0,20.0,37,5,20.0,Donor,dev
1876,Yes,No,No,No,Yes,1,6,Yes,8,1615,556,609,3,44,116.0,20.0,15.0,29,11,14.5,No Donor,dev
1877,No,No,No,Yes,Yes,1,2,Yes,8,328,265,306,25,33,50.0,15.0,15.0,31,8,12.5,No Donor,train
1878,No,Yes,No,No,Yes,1,5,Yes,6,614,325,345,16,54,115.0,12.0,11.0,28,5,8.214285714,Donor,train
1879,Yes,No,No,No,Yes,1,4,Yes,8,1408,438,521,7,53,88.0,21.0,5.0,31,5,5.5,No Donor,train
1880,No,No,Yes,No,Yes,1,4,No,4,709,512,526,4,57,81.0,15.0,15.0,32,14,11.57142857,No Donor,train
1881,Yes,No,No,No,Yes,1,4,Yes,3,1105,496,599,2,58,202.0,10.0,7.0,17,3,6.733333333,Donor,train
1882,No,Yes,No,No,No,1,2,Yes,4,553,316,354,6,50,84.0,16.0,16.0,30,2,9.333333333,No Donor,train
1883,No,No,No,Yes,Yes,1,4,Yes,8,2102,316,374,12,50,94.0,20.0,19.0,26,3,15.66666667,Donor,train
1884,No,No,Yes,No,Yes,1,4,Yes,0,427,152,157,48,61,100.0,7.0,3.0,29,5,4.761904762,No Donor,train
1885,No,No,No,Yes,Yes,2,4,No,8,653,394,423,6,30,57.0,14.0,12.0,33,6,11.4,Donor,train
